snapshot_id,snapshot_month,snapshot_date,employee_id,dept_id,level_code,status,gender,age_band,tenure_band,is_key_talent,is_probation,base_salary
31,2025-01,2025-01-31,E00032,D03,L1,active,男,45岁及以上,5年+,0,0,8500.0
32,2025-01,2025-01-31,E00033,D01,L2,active,女,35-39,1-3年,0,0,12000.0
33,2025-01,2025-01-31,E00034,D05,L2,active,女,40-44,1-3年,0,0,10800.0
34,2025-01,2025-01-31,E00035,D08,L3,active,男,40-44,3-5年,0,0,14400.0
35,2025-01,2025-01-31,E00036,D06,L3,active,女,25岁以下,3-12月,0,0,17300.0
36,2025-01,2025-01-31,E00037,D03,L4,active,女,40-44,5年+,0,0,21700.0
37,2025-01,2025-01-31,E00039,D01,L4,active,男,30-34,1-3年,0,0,19900.0
38,2025-01,2025-01-31,E00040,D03,L2,active,男,35-39,3-12月,0,1,9300.0
39,2025-01,2025-01-31,E00041,D03,L4,active,女,35-39,1-3年,1,0,22400.0
40,2025-01,2025-01-31,E00042,D01,L5,active,女,30-34,1-3年,0,0,34500.0
41,2025-01,2025-01-31,E00043,D01,L4,active,男,30-34,3-12月,0,0,21000.0
42,2025-01,2025-01-31,E00044,D01,L6,active,男,35-39,1-3年,0,0,35000.0
43,2025-01,2025-01-31,E00045,D01,L3,active,女,35-39,5年+,0,0,17400.0
44,2025-01,2025-01-31,E00046,D10,L4,active,男,30-34,3-5年,0,0,18600.0
45,2025-01,2025-01-31,E00047,D02,L3,active,男,30-34,5年+,0,0,15100.0
46,2025-01,2025-01-31,E00048,D09,L4,active,男,35-39,1-3年,0,0,25700.0
47,2025-01,2025-01-31,E00049,D01,L3,active,男,25岁以下,1-3年,0,0,17000.0
48,2025-01,2025-01-31,E00050,D04,L1,active,女,35-39,1-3年,0,0,6600.0
49,2025-01,2025-01-31,E00051,D03,L2,active,男,35-39,1-3年,0,0,10000.0
50,2025-01,2025-01-31,E00052,D07,L1,active,男,30-34,1-3年,0,0,6900.0
51,2025-01,2025-01-31,E00053,D12,L2,active,女,45岁及以上,3-5年,0,0,10400.0
52,2025-01,2025-01-31,E00054,D02,L4,active,女,30-34,3-5年,0,0,18900.0
53,2025-01,2025-01-31,E00055,D04,L3,active,女,35-39,5年+,0,0,13400.0
54,2025-01,2025-01-31,E00056,D05,L3,active,男,35-39,3-5年,0,0,15700.0
55,2025-01,2025-01-31,E00057,D02,L1,active,女,35-39,5年+,0,0,8100.0
56,2025-01,2025-01-31,E00058,D01,L1,active,男,35-39,5年+,0,0,7300.0
57,2025-01,2025-01-31,E00059,D12,L4,active,男,35-39,1-3年,0,0,22500.0
58,2025-01,2025-01-31,E00061,D06,L3,active,女,35-39,3-5年,0,0,16000.0
59,2025-01,2025-01-31,E00062,D02,L6,active,男,40-44,1-3年,0,0,46700.0
60,2025-01,2025-01-31,E00063,D04,L1,active,女,25-29,3-5年,0,0,7600.0
61,2025-01,2025-01-31,E00064,D01,L6,active,男,30-34,1-3年,0,0,43600.0
62,2025-01,2025-01-31,E00065,D04,L2,active,女,40-44,1-3年,0,0,11800.0
63,2025-01,2025-01-31,E00066,D01,L1,active,女,45岁及以上,5年+,1,0,6800.0
64,2025-01,2025-01-31,E00067,D02,L2,active,女,30-34,5年+,0,0,10900.0
65,2025-01,2025-01-31,E00068,D06,L5,active,男,25-29,3-5年,0,0,31700.0
66,2025-01,2025-01-31,E00069,D11,L1,active,男,35-39,3-5年,0,0,9000.0
67,2025-01,2025-01-31,E00070,D11,L4,active,男,30-34,3-12月,1,1,23200.0
68,2025-01,2025-01-31,E00071,D02,L1,active,女,30-34,3-12月,1,1,9400.0
69,2025-01,2025-01-31,E00072,D05,L2,active,男,35-39,1-3年,0,0,9600.0
70,2025-01,2025-01-31,E00073,D01,L1,active,女,40-44,3-5年,0,0,7300.0
71,2025-01,2025-01-31,E00074,D01,L2,active,女,40-44,5年+,0,0,10000.0
72,2025-01,2025-01-31,E00075,D08,L1,active,男,35-39,3-5年,0,0,9100.0
73,2025-01,2025-01-31,E00076,D02,L3,active,女,30-34,5年+,0,0,17000.0
74,2025-01,2025-01-31,E00077,D01,L1,active,男,30-34,3-5年,0,0,6900.0
75,2025-01,2025-01-31,E00078,D12,L2,active,女,45岁及以上,5年+,0,0,12500.0
76,2025-01,2025-01-31,E00079,D05,L4,active,女,35-39,5年+,0,0,18200.0
77,2025-01,2025-01-31,E00080,D11,L3,active,男,25-29,3-12月,0,0,18600.0
78,2025-01,2025-01-31,E00081,D12,L1,active,男,45岁及以上,1-3年,0,0,7200.0
79,2025-01,2025-01-31,E00082,D01,L1,active,女,35-39,3-5年,0,0,7800.0
80,2025-01,2025-01-31,E00083,D01,L3,active,女,40-44,1-3年,0,0,18800.0
81,2025-01,2025-01-31,E00084,D01,L3,active,女,35-39,1-3年,0,0,13200.0
82,2025-01,2025-01-31,E00085,D08,L4,active,女,30-34,3-12月,1,0,22800.0
83,2025-01,2025-01-31,E00086,D07,L4,active,男,45岁及以上,5年+,0,0,19900.0
84,2025-01,2025-01-31,E00087,D12,L6,active,男,35-39,1-3年,1,0,35100.0
85,2025-01,2025-01-31,E00088,D01,L1,active,男,35-39,1-3年,0,0,8600.0
86,2025-01,2025-01-31,E00089,D11,L3,active,男,30-34,3-5年,0,0,15600.0
87,2025-01,2025-01-31,E00090,D01,L1,active,男,35-39,5年+,0,0,7800.0
88,2025-01,2025-01-31,E00091,D06,L1,active,女,25-29,3-12月,0,0,9300.0
89,2025-01,2025-01-31,E00092,D10,L3,active,女,40-44,5年+,0,0,15100.0
90,2025-01,2025-01-31,E00093,D01,L5,active,女,25-29,3-5年,1,0,35100.0
91,2025-01,2025-01-31,E00094,D01,L1,active,男,30-34,5年+,0,0,7000.0
92,2025-01,2025-01-31,E00095,D05,L4,active,男,25-29,1-3年,0,0,22500.0
93,2025-01,2025-01-31,E00096,D06,L2,active,女,40-44,3-5年,0,0,9900.0
94,2025-01,2025-01-31,E00097,D01,L1,active,男,25-29,3-5年,0,0,7400.0
95,2025-01,2025-01-31,E00098,D07,L4,active,男,35-39,1-3年,0,0,22000.0
96,2025-01,2025-01-31,E00099,D09,L2,active,女,25岁以下,3-12月,0,0,9500.0
97,2025-01,2025-01-31,E00100,D08,L3,active,男,25-29,3-12月,1,0,16100.0
98,2025-01,2025-01-31,E00101,D01,L4,active,男,40-44,3-5年,0,0,24500.0
99,2025-01,2025-01-31,E00102,D01,L3,active,女,30-34,3-5年,1,0,15800.0
100,2025-01,2025-01-31,E00103,D11,L1,active,女,25-29,1-3年,0,0,7900.0
101,2025-01,2025-01-31,E00104,D02,L3,active,男,30-34,3-5年,0,0,18600.0
102,2025-01,2025-01-31,E00105,D04,L7,active,男,35-39,3-12月,0,0,55300.0
103,2025-01,2025-01-31,E00106,D04,L2,active,男,30-34,5年+,0,0,11400.0
104,2025-01,2025-01-31,E00107,D02,L1,active,女,25-29,1-3年,0,0,7600.0
105,2025-01,2025-01-31,E00108,D03,L5,active,女,40-44,5年+,1,0,32600.0
106,2025-01,2025-01-31,E00109,D01,L7,active,男,30-34,1-3年,1,0,56900.0
107,2025-01,2025-01-31,E00110,D02,L1,active,女,30-34,5年+,0,0,7100.0
108,2025-01,2025-01-31,E00111,D12,L3,active,男,35-39,5年+,0,0,14900.0
109,2025-01,2025-01-31,E00112,D05,L3,active,女,25-29,1-3年,0,0,15500.0
110,2025-01,2025-01-31,E00113,D12,L1,active,女,30-34,3-5年,0,0,7000.0
111,2025-01,2025-01-31,E00114,D01,L2,active,女,30-34,1-3年,0,0,10600.0
112,2025-01,2025-01-31,E00115,D01,L5,active,男,35-39,5年+,1,0,29700.0
113,2025-01,2025-01-31,E00116,D08,L1,active,女,30-34,3-12月,0,0,7400.0
114,2025-01,2025-01-31,E00117,D06,L1,active,女,35-39,3-12月,0,0,7000.0
115,2025-01,2025-01-31,E00118,D05,L3,active,女,35-39,5年+,0,0,17600.0
116,2025-01,2025-01-31,E00119,D04,L3,active,男,35-39,1-3年,0,0,13700.0
117,2025-01,2025-01-31,E00120,D01,L2,active,女,30-34,3-12月,0,0,9700.0
118,2025-01,2025-01-31,E00121,D01,L1,active,男,35-39,0-3月,0,1,8700.0
119,2025-01,2025-01-31,E00123,D06,L3,active,男,25岁以下,3-12月,0,0,15000.0
120,2025-01,2025-01-31,E00124,D05,L5,active,男,25-29,1-3年,0,0,28400.0
121,2025-01,2025-01-31,E00125,D04,L1,active,男,25-29,3-5年,0,0,6800.0
122,2025-01,2025-01-31,E00126,D12,L4,active,男,25-29,3-5年,1,0,22600.0
123,2025-01,2025-01-31,E00127,D01,L1,active,男,25-29,3-12月,1,0,7800.0
124,2025-01,2025-01-31,E00128,D03,L4,active,未披露,30-34,3-12月,1,0,25700.0
125,2025-01,2025-01-31,E00129,D04,L7,active,男,25-29,3-12月,0,0,71800.0
126,2025-01,2025-01-31,E00130,D01,L2,active,男,35-39,3-12月,0,0,11900.0
127,2025-01,2025-01-31,E00131,D11,L4,active,女,25-29,3-12月,0,0,23100.0
128,2025-01,2025-01-31,E00132,D05,L4,active,男,40-44,1-3年,0,0,20800.0
129,2025-01,2025-01-31,E00133,D01,L3,active,男,25-29,1-3年,0,0,14100.0
130,2025-01,2025-01-31,E00134,D03,L4,active,女,30-34,5年+,0,0,22300.0
131,2025-01,2025-01-31,E00135,D07,L2,active,女,35-39,1-3年,0,0,10400.0
132,2025-01,2025-01-31,E00136,D01,L1,active,男,35-39,3-12月,0,0,7300.0
133,2025-01,2025-01-31,E00137,D12,L1,active,女,30-34,3-12月,0,0,9400.0
134,2025-01,2025-01-31,E00138,D10,L1,active,女,35-39,5年+,0,0,7400.0
135,2025-01,2025-01-31,E00139,D07,L3,active,女,30-34,5年+,0,0,14200.0
136,2025-01,2025-01-31,E00140,D05,L6,active,男,40-44,5年+,1,0,40400.0
137,2025-01,2025-01-31,E00141,D05,L5,active,女,25-29,0-3月,0,1,26100.0
138,2025-01,2025-01-31,E00142,D05,L4,active,女,30-34,3-5年,0,0,20400.0
139,2025-01,2025-01-31,E00143,D05,L6,active,女,35-39,3-5年,0,0,43200.0
140,2025-01,2025-01-31,E00144,D06,L6,active,男,40-44,3-12月,0,0,36100.0
141,2025-01,2025-01-31,E00145,D04,L7,active,女,30-34,5年+,0,0,64500.0
142,2025-01,2025-01-31,E00146,D06,L1,active,女,35-39,3-5年,0,0,7300.0
143,2025-01,2025-01-31,E00147,D02,L1,active,女,35-39,1-3年,0,0,8500.0
144,2025-01,2025-01-31,E00148,D01,L3,active,女,30-34,5年+,0,0,17400.0
145,2025-01,2025-01-31,E00149,D01,L1,active,男,35-39,3-5年,0,0,6800.0
146,2025-01,2025-01-31,E00150,D01,L5,active,女,35-39,5年+,0,0,29700.0
147,2025-01,2025-01-31,E00151,D07,L1,active,女,35-39,1-3年,0,0,9200.0
148,2025-01,2025-01-31,E00152,D03,L3,active,男,40-44,1-3年,0,0,13700.0
149,2025-01,2025-01-31,E00153,D01,L4,active,男,35-39,5年+,0,0,23200.0
150,2025-01,2025-01-31,E00154,D01,L2,active,男,30-34,5年+,0,0,9400.0
151,2025-01,2025-01-31,E00155,D03,L3,active,男,35-39,5年+,0,0,18800.0
152,2025-01,2025-01-31,E00156,D01,L3,active,女,35-39,5年+,0,0,18500.0
153,2025-01,2025-01-31,E00157,D06,L4,active,女,40-44,3-5年,1,0,24600.0
154,2025-01,2025-01-31,E00158,D01,L5,active,女,25-29,3-5年,1,0,26800.0
155,2025-01,2025-01-31,E00159,D06,L1,active,女,30-34,3-5年,0,0,7800.0
156,2025-01,2025-01-31,E00160,D01,L1,active,女,35-39,5年+,0,0,7600.0
157,2025-01,2025-01-31,E00161,D12,L7,active,女,30-34,5年+,0,0,62300.0
158,2025-01,2025-01-31,E00162,D03,L3,active,男,30-34,5年+,0,0,16200.0
159,2025-01,2025-01-31,E00163,D05,L1,active,女,30-34,1-3年,0,0,9300.0
160,2025-01,2025-01-31,E00164,D03,L1,active,男,40-44,5年+,0,0,6700.0
161,2025-01,2025-01-31,E00165,D01,L5,active,男,40-44,5年+,0,0,30800.0
162,2025-01,2025-01-31,E00166,D02,L3,active,女,30-34,1-3年,0,0,17400.0
163,2025-01,2025-01-31,E00167,D08,L2,active,男,30-34,1-3年,0,0,12000.0
164,2025-01,2025-01-31,E00168,D04,L1,active,女,35-39,3-5年,0,0,7300.0
165,2025-01,2025-01-31,E00169,D11,L1,active,女,25岁以下,0-3月,0,1,8800.0
166,2025-01,2025-01-31,E00170,D03,L1,active,男,30-34,5年+,0,0,8700.0
167,2025-01,2025-01-31,E00171,D11,L1,active,男,25-29,1-3年,0,0,8000.0
168,2025-01,2025-01-31,E00172,D02,L4,active,女,30-34,1-3年,0,0,18200.0
169,2025-01,2025-01-31,E00173,D01,L2,active,女,25-29,3-5年,0,0,11900.0
170,2025-01,2025-01-31,E00174,D01,L6,active,未披露,40-44,3-5年,1,0,42400.0
171,2025-01,2025-01-31,E00175,D04,L3,active,男,25-29,3-12月,1,0,16700.0
172,2025-01,2025-01-31,E00176,D01,L2,active,女,40-44,3-5年,0,0,11000.0
173,2025-01,2025-01-31,E00177,D09,L1,active,男,25-29,3-12月,0,0,9300.0
174,2025-01,2025-01-31,E00178,D03,L1,active,女,45岁及以上,5年+,0,0,7700.0
175,2025-01,2025-01-31,E00179,D01,L5,active,女,45岁及以上,5年+,0,0,27100.0
176,2025-01,2025-01-31,E00180,D01,L5,active,男,30-34,3-5年,1,0,24800.0
177,2025-01,2025-01-31,E00181,D01,L4,active,女,30-34,5年+,0,0,24300.0
178,2025-01,2025-01-31,E00182,D02,L2,active,女,30-34,1-3年,0,0,12100.0
179,2025-01,2025-01-31,E00183,D07,L4,active,女,40-44,1-3年,1,0,23700.0
180,2025-01,2025-01-31,E00184,D04,L2,active,女,35-39,3-12月,0,0,12000.0
181,2025-01,2025-01-31,E00185,D04,L2,active,男,35-39,3-12月,0,0,10500.0
182,2025-01,2025-01-31,E00186,D08,L1,active,男,35-39,1-3年,0,0,7000.0
183,2025-01,2025-01-31,E00187,D03,L1,active,男,30-34,5年+,0,0,6600.0
184,2025-01,2025-01-31,E00188,D02,L2,active,男,30-34,3-5年,0,0,12800.0
185,2025-01,2025-01-31,E00189,D12,L4,active,女,30-34,3-5年,0,0,20900.0
186,2025-01,2025-01-31,E00190,D01,L1,active,女,35-39,1-3年,0,0,9000.0
187,2025-01,2025-01-31,E00191,D06,L2,active,男,40-44,1-3年,0,0,11000.0
188,2025-01,2025-01-31,E00192,D12,L1,active,男,30-34,3-5年,0,0,8500.0
189,2025-01,2025-01-31,E00193,D12,L4,active,男,30-34,0-3月,0,1,19800.0
190,2025-01,2025-01-31,E00194,D02,L6,active,男,30-34,5年+,1,0,36600.0
191,2025-01,2025-01-31,E00195,D04,L1,active,男,30-34,5年+,0,0,9000.0
192,2025-01,2025-01-31,E00196,D05,L2,active,男,40-44,1-3年,0,0,9800.0
193,2025-01,2025-01-31,E00197,D01,L4,active,男,35-39,3-5年,1,0,24300.0
194,2025-01,2025-01-31,E00198,D03,L3,active,女,40-44,3-5年,0,0,16600.0
195,2025-01,2025-01-31,E00199,D03,L2,active,女,25-29,3-5年,0,0,10000.0
196,2025-01,2025-01-31,E00200,D01,L3,active,男,25-29,1-3年,0,0,18400.0
197,2025-01,2025-01-31,E00201,D06,L1,active,女,40-44,1-3年,0,0,7700.0
198,2025-01,2025-01-31,E00202,D03,L4,active,男,25-29,3-12月,0,0,20400.0
199,2025-01,2025-01-31,E00203,D07,L7,active,女,30-34,3-5年,0,0,66000.0
200,2025-01,2025-01-31,E00204,D07,L2,active,男,45岁及以上,5年+,0,0,12300.0
201,2025-01,2025-01-31,E00205,D02,L1,active,女,35-39,5年+,0,0,7200.0
202,2025-01,2025-01-31,E00206,D11,L3,active,女,35-39,1-3年,0,0,18300.0
203,2025-01,2025-01-31,E00207,D01,L5,active,男,35-39,5年+,0,0,28800.0
204,2025-01,2025-01-31,E00208,D05,L5,active,女,35-39,1-3年,0,0,29500.0
205,2025-01,2025-01-31,E00209,D01,L1,active,男,30-34,5年+,0,0,8900.0
206,2025-01,2025-01-31,E00210,D11,L5,active,男,35-39,5年+,1,0,29400.0
207,2025-01,2025-01-31,E00211,D01,L3,active,男,35-39,5年+,0,0,16900.0
208,2025-01,2025-01-31,E00212,D06,L1,active,男,30-34,1-3年,0,0,8500.0
209,2025-01,2025-01-31,E00213,D04,L5,active,女,35-39,1-3年,0,0,26100.0
210,2025-01,2025-01-31,E00214,D07,L1,active,女,35-39,1-3年,0,0,7700.0
211,2025-01,2025-01-31,E00215,D01,L1,active,男,35-39,1-3年,0,0,8200.0
212,2025-01,2025-01-31,E00217,D01,L5,active,女,35-39,3-5年,1,0,30700.0
213,2025-01,2025-01-31,E00218,D03,L6,active,女,30-34,1-3年,0,0,40500.0
214,2025-01,2025-01-31,E00219,D01,L4,active,男,25-29,3-12月,1,0,22300.0
215,2025-01,2025-01-31,E00220,D01,L1,active,女,30-34,1-3年,1,0,8500.0
216,2025-01,2025-01-31,E00221,D09,L1,active,女,35-39,3-5年,0,0,6900.0
217,2025-01,2025-01-31,E00222,D04,L3,active,女,25-29,3-5年,0,0,13600.0
218,2025-01,2025-01-31,E00223,D02,L4,active,女,30-34,1-3年,0,0,18100.0
219,2025-01,2025-01-31,E00225,D08,L1,active,男,30-34,3-12月,0,0,8000.0
220,2025-01,2025-01-31,E00226,D12,L1,active,男,30-34,3-12月,0,0,8200.0
221,2025-01,2025-01-31,E00227,D05,L2,active,女,35-39,5年+,0,0,9900.0
222,2025-01,2025-01-31,E00228,D11,L7,active,男,35-39,5年+,0,0,63100.0
223,2025-01,2025-01-31,E00229,D01,L3,active,男,35-39,3-5年,0,0,16800.0
224,2025-01,2025-01-31,E00230,D08,L4,active,女,25-29,1-3年,1,0,20600.0
225,2025-01,2025-01-31,E00231,D08,L6,active,男,25-29,3-12月,1,0,37600.0
226,2025-01,2025-01-31,E00232,D01,L5,active,男,40-44,5年+,1,0,28100.0
227,2025-01,2025-01-31,E00233,D09,L4,active,男,30-34,5年+,0,0,20000.0
228,2025-01,2025-01-31,E00234,D11,L6,active,女,40-44,5年+,0,0,35700.0
229,2025-01,2025-01-31,E00235,D03,L6,active,男,35-39,5年+,0,0,41000.0
230,2025-01,2025-01-31,E00236,D04,L1,active,女,30-34,1-3年,1,0,8300.0
231,2025-01,2025-01-31,E00237,D03,L1,active,男,25-29,1-3年,0,0,9400.0
232,2025-01,2025-01-31,E00238,D01,L2,active,男,25岁以下,1-3年,0,0,9700.0
233,2025-01,2025-01-31,E00239,D02,L3,active,未披露,35-39,3-5年,0,0,14700.0
234,2025-01,2025-01-31,E00240,D04,L2,active,男,35-39,5年+,0,0,11900.0
235,2025-01,2025-01-31,E00241,D05,L1,active,女,35-39,5年+,0,0,8300.0
236,2025-01,2025-01-31,E00243,D12,L4,active,男,25-29,1-3年,0,0,21500.0
237,2025-01,2025-01-31,E00244,D01,L4,active,女,45岁及以上,5年+,0,0,21000.0
238,2025-01,2025-01-31,E00245,D01,L6,active,男,25-29,5年+,1,0,37800.0
239,2025-01,2025-01-31,E00246,D01,L1,active,女,25岁以下,1-3年,0,0,8600.0
240,2025-01,2025-01-31,E00247,D01,L2,active,女,35-39,1-3年,0,0,9700.0
241,2025-01,2025-01-31,E00248,D01,L1,active,女,35-39,5年+,0,0,7900.0
242,2025-01,2025-01-31,E00249,D05,L6,active,男,45岁及以上,1-3年,0,0,39500.0
243,2025-01,2025-01-31,E00250,D01,L1,active,男,35-39,0-3月,1,1,8600.0
244,2025-01,2025-01-31,E00251,D01,L2,active,男,30-34,3-5年,0,0,11600.0
245,2025-01,2025-01-31,E00252,D11,L2,active,男,35-39,3-12月,0,0,11000.0
246,2025-01,2025-01-31,E00253,D12,L3,active,男,30-34,1-3年,0,0,14000.0
247,2025-01,2025-01-31,E00254,D01,L2,active,女,45岁及以上,3-5年,0,0,11100.0
248,2025-01,2025-01-31,E00255,D12,L7,active,女,25-29,5年+,0,0,56800.0
249,2025-01,2025-01-31,E00256,D04,L5,active,男,30-34,1-3年,0,0,28400.0
250,2025-01,2025-01-31,E00257,D08,L2,active,女,25-29,3-5年,0,0,10700.0
251,2025-01,2025-01-31,E00258,D05,L3,active,男,30-34,5年+,0,0,16400.0
252,2025-01,2025-01-31,E00259,D02,L4,active,女,30-34,1-3年,0,0,25300.0
253,2025-01,2025-01-31,E00260,D01,L6,active,男,35-39,3-5年,1,0,41100.0
254,2025-01,2025-01-31,E00261,D10,L3,active,女,45岁及以上,5年+,0,0,14000.0
255,2025-01,2025-01-31,E00262,D02,L1,active,女,25岁以下,0-3月,0,1,6700.0
256,2025-01,2025-01-31,E00263,D09,L2,active,女,30-34,1-3年,0,0,12800.0
257,2025-01,2025-01-31,E00264,D01,L2,active,男,40-44,5年+,0,0,9700.0
258,2025-01,2025-01-31,E00265,D02,L4,active,男,30-34,0-3月,1,1,19800.0
259,2025-01,2025-01-31,E00266,D04,L3,active,男,35-39,1-3年,0,0,16700.0
260,2025-01,2025-01-31,E00267,D07,L2,active,男,30-34,1-3年,0,0,10100.0
261,2025-01,2025-01-31,E00268,D03,L2,active,男,40-44,5年+,0,0,9600.0
262,2025-01,2025-01-31,E00269,D01,L4,active,女,25-29,0-3月,0,1,23100.0
263,2025-01,2025-01-31,E00270,D02,L1,active,男,40-44,1-3年,0,0,9300.0
264,2025-01,2025-01-31,E00271,D01,L1,active,男,25-29,1-3年,0,0,6700.0
265,2025-01,2025-01-31,E00272,D11,L5,active,男,30-34,3-5年,1,0,26100.0
266,2025-01,2025-01-31,E00273,D07,L1,active,女,35-39,3-12月,0,1,7300.0
267,2025-01,2025-01-31,E00274,D11,L2,active,男,40-44,3-5年,0,0,10900.0
268,2025-01,2025-01-31,E00275,D01,L4,active,女,30-34,3-5年,1,0,20800.0
269,2025-01,2025-01-31,E00276,D02,L3,active,女,35-39,5年+,0,0,15100.0
270,2025-01,2025-01-31,E00277,D02,L1,active,男,40-44,5年+,0,0,6600.0
271,2025-01,2025-01-31,E00278,D03,L7,active,男,45岁及以上,5年+,1,0,68800.0
272,2025-01,2025-01-31,E00279,D03,L2,active,男,30-34,1-3年,0,0,9400.0
273,2025-01,2025-01-31,E00280,D01,L3,active,男,30-34,1-3年,0,0,17600.0
274,2025-01,2025-01-31,E00282,D08,L6,active,男,30-34,1-3年,1,0,38400.0
275,2025-01,2025-01-31,E00283,D02,L1,active,女,35-39,5年+,0,0,8400.0
276,2025-01,2025-01-31,E00284,D06,L1,active,女,30-34,3-12月,1,0,7700.0
277,2025-01,2025-01-31,E00285,D03,L3,active,男,40-44,5年+,0,0,15600.0
278,2025-01,2025-01-31,E00286,D03,L1,active,男,30-34,5年+,0,0,7500.0
279,2025-01,2025-01-31,E00287,D11,L3,active,女,35-39,3-5年,0,0,15300.0
280,2025-01,2025-01-31,E00288,D04,L1,active,女,35-39,1-3年,0,0,8000.0
281,2025-01,2025-01-31,E00289,D03,L5,active,男,40-44,5年+,1,0,29400.0
282,2025-01,2025-01-31,E00290,D01,L3,active,女,25-29,3-12月,0,0,18200.0
283,2025-01,2025-01-31,E00291,D09,L2,active,女,25-29,1-3年,0,0,10800.0
284,2025-01,2025-01-31,E00292,D01,L1,active,男,25-29,1-3年,0,0,9100.0
285,2025-01,2025-01-31,E00293,D05,L1,active,男,35-39,5年+,0,0,7800.0
286,2025-01,2025-01-31,E00294,D06,L1,active,女,30-34,5年+,0,0,9300.0
287,2025-01,2025-01-31,E00295,D02,L3,active,男,25-29,5年+,0,0,15300.0
288,2025-01,2025-01-31,E00296,D01,L4,active,男,25-29,5年+,0,0,24000.0
289,2025-01,2025-01-31,E00297,D06,L3,active,女,25岁以下,1-3年,0,0,17100.0
290,2025-01,2025-01-31,E00298,D08,L3,active,女,25-29,3-5年,0,0,13300.0
291,2025-01,2025-01-31,E00299,D01,L4,active,女,30-34,3-5年,0,0,18300.0
292,2025-01,2025-01-31,E00300,D01,L2,active,女,25-29,1-3年,0,0,12800.0
293,2025-01,2025-01-31,E00301,D01,L3,active,女,40-44,5年+,0,0,17500.0
294,2025-01,2025-01-31,E00302,D10,L1,active,女,25-29,3-12月,1,0,6700.0
295,2025-01,2025-01-31,E00303,D01,L4,active,男,40-44,1-3年,0,0,23000.0
296,2025-01,2025-01-31,E00304,D01,L3,active,男,35-39,5年+,0,0,15500.0
297,2025-01,2025-01-31,E00305,D11,L3,active,女,25-29,1-3年,0,0,17500.0
298,2025-01,2025-01-31,E00306,D02,L2,active,女,30-34,3-5年,0,0,12600.0
299,2025-01,2025-01-31,E00307,D12,L2,active,男,30-34,5年+,0,0,11600.0
300,2025-01,2025-01-31,E00308,D06,L3,active,男,30-34,0-3月,0,1,14300.0
301,2025-01,2025-01-31,E00309,D01,L1,active,女,45岁及以上,5年+,1,0,8600.0
